No.,name,Series,Model_Name,Model_Number,Color,Price(THB),Type,Suitable_For,Power_Supply,Processor_Brand,Processor_Name,Vaiant,Clock_Speed,Cache(MB),SSD_Capacity(GB),HDD_Capacity(GB),RAM(GB),RAM_Type,Expandable_Memory,Memory_Slots,RAM_Frequency(MHz),Graphic_Processor_Brand,Graphic_Processor,GPU_Score,Operating_System,Mic_In,USB_Port,HDMI_Port,Touchscreen,ScreenSize(inch),ScreenReolution,Screen_Type,Speakers,Internal_Mic,Wireless_LAN,Bluetooth,Weight(KG),Finger_Print_Sensor,Keyboard,Backlit_Keyboard,Ethernet,Web_Camera,Pointer_Device,Battery_Backup,RJ45,Refresh_Rate
838,MSI,GP65 Leopard,GP65 Leopard 10SEK-830IN,GP65 Leopard 10SEK-830IN,Black&Silver,52717.77,Gaming Laptop,"Gaming, Processing & Multitasking",230 W AC Adapter,Intel,Core i7,10750H,2.6 GHz with Turbo Boost Upto 5 GHz,N/A,256,1000,16,DDR4,N/A,N/A,N/A,NVIDIA,RTX 2060,5.5,Windows 10 Home,Yes,"1 x Type-C USB 3.2 (Gen 2), 3 x Type-A USB 3.2 (Gen1)",1 x HDMI (4K at 30Hz),No,15.6,1920x1080,"Full HD IPS Thin Bezel Display (45% NTSC Color Gamut, 144Hz Refresh Rate)",Built-in Dual Speakers,Built-in Microphones,Intel Wi-Fi 6 AX201 (2x2 ax),5.1,2.33,No,Per Key RGB Steelseries Keyboard,Yes,No,HD Type Webcam (720p at 30fps),Touchpad,N/A,Yes,144 Hz
839,ASUS,VivoBook 15,N/A,M515DA-BQ312TS,Transparent Silver,13126.72,Thin and Light Laptop,Processing & Multitasking,45W AC Adapter,AMD,Ryzen 3,N/A,2.6 GHz with Turbo Boost Upto 3.5 GHz,4,256,0,4,DDR4,N/A,N/A,N/A,AMD,Radeon Graphics,3,Windows 10 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,15.6,1920x1080,"Full HD Anti-glare Display (250nits Brightness, 83% Screen-to-body Ratio, IPS-level Panel)",Built-in Speakers,Built-in Microphone,Wi-Fi 5(802.11ac) Dual band (2*2),4.2,1.8,Yes,Chiclet Keyboard with Num-key,No,No,VGA Camera (Without Privacy Shutter),Touchpad,N/A,N/A,N/A
840,HP,14s,N/A,14s- DR2016TU,Natural Silver,23276.35,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i5,1135G7,4.2 GHz with Turbo Boost Technology,8,512,0,8,DDR4,N/A,N/A,2666,Intel,Iris Xe,3,Windows 10 Home,Yes,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),No,14,1920x1080,"Full HD LED Backlit, IPS Micro-Edge BrightView (250 nits Brightness, 157 PPI, 45% NTSC Color Gamut)",Built in Dual Speakers,Integrated Dual Array Digital Microphone,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,5,1.46,No,Full-Size Backlit Natural Silver English Keyboard,Yes,No,HP True Vision 720p HD Webcam,HP Imagepad with Multi-Touch Gesture Support,N/A,N/A,N/A
841,acer,Aspire 5,N/A,A515-56-5695,Silver,21880.52,Thin and Light Laptop,Processing & Multitasking,45W AC Adapter,Intel,Core i5,1135G4,N/A,6,512,0,8,DDR4,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 10 Home,Yes,"1 x USB 3.2 port with power-off charging, 2 x USB 3.2 port, 1 x USB Type-C",1 x HDMI Port,No,15.6,1920x1080,Full HD LED-Backlit TFT LCD Display (16:9 Aspect Ratio),Built in Dual Stereo Speakers,Built in Dual Microphones,Wi-Fi 6 AX201 (802.11a/b/g/n/ac),5,1.65,No,FineTip Backlit Keyboard with Independent Numeric Keypad and International Language Support,Yes,Gigabit Ethernet,720p HD Webcam,Multi-Gesture Touchpad,Upto 9.5 Hours,Yes,N/A
842,DELL,Inspiron,Inspiron 3505,Inspiron 3505,Softmint,15912.02,Notebook,"Processing & Multitasking, Everyday Use",N/A,AMD,Ryzen 3,3250U,2.3 GHz to max turbo frequency at 3.5 Ghz,4,0,1000,8,DDR4,16,2,2400,AMD,Radeon Graphics Vega,3,Windows 10,Yes,"USB 3.2 Gen 1 (x2),USB2.0 (x1)",1x HDMI (v1.4),No,15.6,1920x1080,FHD LED Backlit Anti-Glare Display,Built in Speakers,Built-in Microphones,802.11 AC,4.1,1.83,No,English Non Backlit Keyboard,No,Yes,HD Webcam,Touchpad,Upto 7 hours,Yes,N/A
843,acer,Nitro 5,N/A,AN515-44/ AN515-44-R9QA / AN515-44-R8VS,Obsidian Black,24267.92,Gaming Laptop,"Processing & Multitasking, Gaming",135 W AC Adapter,AMD,Ryzen 5,4600H,3 GHz with Turbo Boost Upto 4 GHz,11,256,1000,8,DDR4,32,2 Slots,3200,NVIDIA,GTX 1650,4.5,Windows 10 Home,Yes,"2 x USB 3.2 (1st Gen), 1 x USB 3.2 Type C (2nd Gen), 1 x USB 3.2 ((2nd Gen) with Power-off Charging)",1 x HDMI Port (v2.0),No,15.6,1920x1080,Full HD LED Backlit ComfyView IPS Display (16:9 Aspect Ratio),Built-in Speakers,Built-in Dual Microphone,IEEE 802.11a/b/g/n/ac/ax (2x2),5,2.3,No,FineTip RGB Backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,10/100/1000 Mbps (Killer Ethernet E2600),720P HD Webcam (Super High Dynamic Range Imaging (SHDR)),Multi-gesture Touchpad,N/A,Yes,N/A
844,DELL,Vostro,N/A,vostro 3400/vostro 3401,Accent Black,16309.92,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i3,1115G4,1.7 GHz with Turbo Boost Upto 4.1 GHz,6,0,1000,8,DDR4,16,2,2666,Intel,UHD,2,Windows 10,Yes,"2 x USB 3.2,1 x USB 2.0",1 x HDMI 1.4,No,14,1920x1080,Full HD Anti Glare Display,Built-in Speakers,Built-in Microphones,802.11ac,4.1,1.58,No,English International Keyboard,No,No,HD Webcam,Touchpad,Upto 10 Hours,Yes,N/A
845,HP,14s,N/A,14s-fq1030AU,Natural Silver,20651.01,Thin and Light Laptop,Processing & Multitasking,N/A,AMD,Ryzen 5,5500U,4.0 GHz Max Turbo Frequency,8,512,0,8,DDR4,N/A,N/A,3200,AMD,Radeon Graphics,3,Windows 10 Home,Yes,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),No,14,1920x1080,"Full HD IPS BrightView Micro Edge Display (250 nits Brightness, 45% NTSC Color Gamut, 157 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,Realtek RTL8821CE 802.11a/b/g/n/ac (1x1),4.2,1.46,No,Full-size Backlit Natural Silver Keyboard,Yes,No,HP True Vision 720p HD Webcam,HP Imagepad with Multi-touch Gesture Support,N/A,No,N/A
846,DELL,Vostro,N/A,Vostro 3400,Dune,22159.05,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i5,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,8,512,0,8,DDR4,16,2,2666,NVIDIA,MX330,3.5,Windows 10,Yes,3 x USB 3.2,1 x HDMI 1.4,No,14,1920x1080,Full HD Anti Glare Display,Built-in Speakers,Built-in Microphones,802.11ac,4.1,1.58,No,English International?Backlit?Keyboard,Yes,No,HD Webcam,Touchpad,Upto 10 Hours,Yes,N/A
847,HP,15s,N/A,15s-DR3500TX,Natural Silver,24267.92,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i5,1135G7,4.20 GHz Max Turbo Frequency,8,512,0,8,DDR4,16,N/A,2666,NVIDIA,MX350,3.5,Windows 10 Home,Yes,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),No,15.6,1920x1080,"Full HD LED Backlit Anti-glare Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),5,1.75,Yes,Full-Size Island-Style Backlit Natural Silver Keyboard with Numeric Keypad,Yes,No,HP True Vision 720p HD Webcam,Touchpad with Multi-Touch Gesture Support,Upto 12 hours,Yes,N/A
848,acer,Aspire 5,A515-45-R9PX,A515-45-R9PX,Silver,23074.22,Thin and Light Laptop,Processing & Multitasking,45W AC Adapter (3-pin),AMD,Ryzen 7,5700U,N/A,N/A,512,0,8,DDR4,24,N/A,N/A,AMD,Radeon Graphics,3,Windows 10 Home,Yes,"1 x USB Port with Power-Off Charging, 1 x USB 3.2 Gen 1 Port, 1 x USB Type-C Port, 1 x USB 2.0 port",1 x HDMI,No,15.6,1920x1080,"Full HD, High Brightness Acer ComfyView LED Backlit TFT LCD, 16:9 Aspect Ratio, Ultra Slim Design, Mercury Free, Environment Friendly",Built-in Dual Stereo Speakers,Built-in Dual Microphone,802.11 a/b/g/n/ac,5,1.76,Yes,"100-/101-/104- Key FineTip Backlit Keyboard with Independent Numeric Keypad, International Language Support, and Power Button, Media Control Keys (Printed on Keyboard): Volume Up, Volume Down",Yes,"Gigabit Ethernet, Wake-on-LAN Ready",720p HD Audio/Video Recording,"Multi Gesture Touchpad, Supporting Two-finger Scroll, Pinch, Gestures to Open Cortana, Action Center",Upto 13.5 hours,Yes,N/A
849,acer,Aspire 5,N/A,A515-45-R0HB,Silver,19891.02,Thin and Light Laptop,Processing & Multitasking,45 W AC Adapter,AMD,Ryzen 5,5500U,N/A,N/A,512,0,8,DDR4,24,N/A,N/A,AMD,Radeon Graphics,3,Windows 10 Home,Yes,"1 x USB Port with Power-Off Charging, 1 x USB 3.2 Gen 1 Port, 1 x USB Type-C Port, 1 x USB 2.0 Port",1 x HDMI Port,No,15.6,1920x1080,Full HD LED Backlit IPS Comfy View Display,Built-in Dual Stereo Speakers,Built-in Dual Microphones,Intel Wireless Wi-Fi 6 AX200,5,1.76,No,"Fine Tip Backlit Keyboard with Independent Numeric Keypad, International Language Support, and Power Button",Yes,"Gigabit Ethernet, Wake-on-LAN Ready",720p HD Webcam,Multi-Gesture Touchpad,Upto 13.5 hours,Yes,N/A
850,acer,N/A,N/A,Z2-485,Black,17105.72,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i7,N/A,N/A,N/A,0,1000,8,DDR4,32,2,N/A,Intel,UHD,2,Windows 10 Home,Yes,"2 x USB 3.0, 1 x USB 2.0",1 x HDMI,No,14,1366x768,HD LED Backlit TFT LCD Display (16:9 Aspect Ratio),Built-in Dual Speakers,Built-in Microphone,802.11b/g/n/ac,4,1.8,No,Isolated Keys Keyboard,No,Gigabit,HD Webcam,Touchpad,N/A,Yes,N/A
851,ASUS,ZenBook Duo 14 (2021) Touch Panel,N/A,UX482EG-KA521TS,Celestial Blue,45754.52,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,Intel,Core i5,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,8,512,0,16,LPDDR4X,N/A,N/A,4266,NVIDIA,MX450,3.5,Windows 10 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 Supports External Display and power delivery",1 x HDMI (v1.4),Yes,14,1920x1080,"Full HD LED Backlit LCD IPS-level Anti-Glare Touch Display (400 nits Brightness, 100% sRGB Color Gamut, Pantone Validated, 93% Screen to Body Ratio)",Built-in Speakers,Built-in Array Microphone,Wi-Fi 6 (802.11ax) Dual Band (2x2),5,1.62,No,Backlit Chiclet Keyboard,Yes,No,HD Webcam with IR Function to Support Windows Hello Facial recognition Login (Without Privacy Shutter),"Touchpad, ScreenPad Plus (12.65 inch 1920 x 515 Pixel Touch IPS-level Panel Support Stylus)",N/A,N/A,N/A
852,HP,15s,N/A,15s-eq0500AU,Natural Silver,21482.62,Thin and Light Laptop,Processing & Multitasking,N/A,AMD,Ryzen 5,3500U,2.1 GHz with Turbo Boost Upto 3.7 GHz,4,512,0,8,DDR4,N/A,N/A,2400,AMD,Radeon Graphics Vega 8,3,Windows 10 Home,Yes,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),No,15.6,1920x1080,"Full HD WLED Backlit, Anti-Glare Micro-Edge Display (220 nits Brightness, 141 PPI, 45% NTSC Color Gamut)",Built-in Dual Speakers,Integrated Dual Array Digital Microphones,Realtek RTL8821CE 802.11b/g/n/ac (1x1),4.2,1.69,No,Full-size Natural Silver Keyboard with Numeric Keypad,No,No,HP True Vision 720p HD Webcam,"HP Imagepad with Multi-touch Gesture Support, Precision Touchpad Support",N/A,No,N/A
853,HP,14s,N/A,14s- DQ2535TU,Natural Silver,25266.65,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i5,1135G7,4.2 GHz with Max Turbo Frequency,8,512,0,8,DDR4,N/A,N/A,2666,Intel,Iris Xe,3,Windows 10 Home,N/A,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),No,14,1366x768,"HD LED Backlit Micro-Edge Display (250nits Brightness, 45% NTSC Color Gamut, 112 PPI)",Built in Dual Speakers,Built-in Integrated dual array digital microphone,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2,5,1.46,No,"Full-Size, Natural Silver English Keyboard",No,No,720p HD Webcam,HP Imagepad with multi-touch gesture support,N/A,No,N/A
854,ASUS,ZenBook Duo 14 (2021) Touch Panel Intel EVO,N/A,UX482EA-KA501TS,Celestial Blue,40581.82,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,Intel,Core i5,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,8,512,0,8,LPDDR4X,N/A,N/A,4266,Intel,Iris Xe,3,Windows 10 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 Supports External Display and power delivery",1 x HDMI (v1.4),Yes,14,1920x1080,"Full HD LED Backlit LCD IPS-level Anti-Glare Touch Display (400 nits Brightness, 100% sRGB Color Gamut, Pantone Validated, 93% Screen to Body Ratio)",Built-in Speakers,Built-in Array Microphone,Wi-Fi 6 (802.11ax) Dual Band (2x2),5,1.62,No,Backlit Chiclet Keyboard,Yes,No,HD Webcam with IR Function to Support Windows Hello Facial recognition Login (Without Privacy Shutter),"Touchpad, ScreenPad Plus (12.65 inch 1920 x 515 Pixel Touch IPS-level Panel Support Stylus)",N/A,N/A,N/A
855,ASUS,N/A,N/A,KM513UA-BQ512TS,Indie Black,29882.29,Thin and Light Laptop,Processing & Multitasking,65W AC Adapter,AMD,Ryzen 5,N/A,2.1 GHz with Turbo Boost Upto 4.0 GHz,8,256,1000,8,DDR4,N/A,N/A,N/A,AMD,Radeon Graphics,3,Windows 10 Home,Yes,"2 x USB 2.0, 1 x USB 3.1 Type A (Gen1), 1 x USB 3.1 Type C (Gen 1)",1 x HDMI 1.4,No,15.6,1920x1080,"Full HD LED Backlit Anti-glare Display (250 nits Brightness, 45% NTSC Color Gamut, IPS Level Panel)",Built-in Speaker,Built-in Microphone,Wi-Fi 6 (802.11ax) Dual Band (2*2),5,1.8,Yes,Backlit Chiclet Keyboard with Num-key,Yes,No,720p HD Webcam (Without Privacy Shutter),Touchpad,N/A,N/A,N/A
856,ASUS,N/A,K413EA-EB303TS,K413EA-EB303TS,Transparent Silver,18697.32,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i3,1115G4,3.0 GHz with Turbo Boost Upto 4.1 GHz,6,512,0,8,DDR4,N/A,1,N/A,Intel,UHD,2,Windows 10 Home,Yes,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI (v1.4),No,14,1920x1080,"Full HD LED Backlit, Anti-Glare IPS Display (250 nits Brightness, 45% NTSC Color Gamut)",N/A,Built-in microphone Harman Branded,N/A,5,1.4,No,Backlit Chiclet English Keyboard,Yes,No,720p HD Webcam,Touchpad,N/A,No,N/A
857,ASUS,N/A,N/A,M515UA-EJ512TS,Transparent Silver,19496.7,Thin and Light Laptop,Processing & Multitasking,45W AC Adapter,AMD,Ryzen 5,N/A,2.1 GHz with Turbo Boost Upto 4.0 GHz,8,512,0,8,DDR4,N/A,N/A,N/A,AMD,Radeon Graphics,3,Windows 10 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,15.6,1920x1080,"Full HD Anti-glare Display (200 nits Brightness, 45% NTSC Color Gamut)",Built-in Speaker,Built-in Microphone,Wi-Fi 5 (802.11ac) Dual Band (2*2),4.2,1.8,Yes,Chiclet Keyboard,No,No,VGA Webcam (Without Privacy Shutter),Touchpad,N/A,N/A,N/A
858,acer,Predator Helios 300,N/A,PH315-53,Black,39786.02,Gaming Laptop,"Gaming, Processing & Multitasking",230 W AC Adapter,Intel,Core i7,10870H,N/A,N/A,256,1000,16,DDR4,32,2 slots,N/A,NVIDIA,RTX 3060,6,Windows 10 Home,Yes,"1 x USB Type-C Port (USB 3.2 Gen 2), 1 x USB 3.2 Gen 2 Port with Power-Off Charging, 2 x USB 3.2 Gen 1 Ports",1 x HDMI,No,15.6,1920x1080,"Full HD LED Backlit IPS ComfyView Display (300 nits Brightness, 72% NTSC Color Gamut)",Built-in Speakers,Built-in Dual Microphones,Killer Wi-Fi 6 AX1650i,5.1,2.3,No,FineTip RGB-backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,"Killer Ethernet E2600, 10/100/1000 Mbps",720p HD Webcam,Multi-Gesture Touchpad,N/A,Yes,144 Hz
859,DELL,Inspiron,N/A,Inspiron 3501,Softmint,17109.7,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i3,1005G1,1.2 GHz with Turbo Boost Upto 3.4 GHz,4,0,1000,8,DDR4,16,2 Slots,2666,Intel,UHD,2,Windows 10 Home,Yes,"2 x USB 3.2 (1st Gen), 1 x USB 2.0",1 x HDMI Port (v1.4),No,15.6,1920x1080,Full HD LED Backlit Anti Glare Display,Built-in Speakers,Built-in Microphones,IEEE 802.11ac,5,1.83,No,English International Non Backlit Keyboard,No,No,HD Webcam,Touchpad,Upto 8 Hours,Yes,N/A
860,ASUS,Zenbook Flip 13 OLED Touch Panel Intel EVO,N/A,UX363EA-HP501TS,Pine Grey,31828.02,2 in 1 Laptop,Processing & Multitasking,65 W AC Adapter,Intel,Core i5,1135G7,4.20 GHz Max Turbo Frequency,8,512,0,8,DDR4,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 10 Home,Yes,"1 x USB 3.2 (1st Gen) Type A, 2 x Thunderbolt 4 (Supports Display / Power Delivery)",1 x HDMI Port (v1.4),Yes,13.3,1920x1080,"Full HD OLED Glossy Touch Display (400 nits Brightness, 100% DCI-P3 Color Gamut, 80% Screen-to-body Ratio, Pantone Validated)",Built-in Speakers,Built-in Array Microphone,IEEE 802.11ax,5,1.3,No,Backlit Chiclet Keyboard,Yes,No,HD Webcam with IR Function to Support Windows Hello (Without Privacy Shutter),Touchpad,N/A,No,N/A
861,Lenovo,ThinkPad E15,N/A,E15,Black,17901.52,Laptop,Processing & Multitasking,45 W AC Adapter,Intel,Core i3,1115G4,3.0 GHz with Turbo Boost Upto 4.1 GHz,6,256,0,4,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,N/A,"1 x USB 2.0, 1 x USB 3.2 Gen 1 (Always On), 1 x Thunderbolt 4, USB 4 40 Gbps (Support Data Transfer, Power Delivery 3.0 and Display Port 1.4)",N/A,No,15.6,1920x1080,Full HD LED Anti-glare Display,N/A,N/A,"Intel Wireless-AC 9560, 802.11ac Dual Band (2x2) Wi-Fi",5.1,1.7,Yes,English Keyboard,No,No,720p (With Think Shutter),Touchpad,Upto 10.8 Hours,N/A,N/A
862,Lenovo,ThinkPad E15,N/A,E15,Black,26456.37,Laptop,Processing & Multitasking,45 W AC Adapter,Intel,Core i5,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,8,512,0,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,N/A,"1 x USB 2.0, 1 x USB 3.2 Gen 1 (Always On), 1 x Thunderbolt 4, USB 4 40 Gbps (Support Data Transfer, Power Delivery 3.0 and Display Port 1.4)",N/A,No,15.6,1920x1080,Full HD LED Anti-glare Display,N/A,N/A,"Intel Wireless-AC 9560, 802.11ac Dual Band (2x2) Wi-Fi",5.1,1.7,Yes,English Backlit Keyboard,Yes,No,720p (With Think Shutter),Touchpad,Upto 10.8 Hours,N/A,N/A
863,Lenovo,Yoga S7 Carbon,Yoga Slim 7i Carbon,Yoga Slim 7 Carbon 13itl5,Moon White,48737.98,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,Intel,Core i7,1165G7,2.80 GHz with Turbo Boost Upto 4.70 GHz,12,1000,0,16,LPDDR4X,16,N/A,3200,Intel,Iris Xe,3,Windows 11 Home,Yes,"1 x USB 3.2 Type C (2nd Gen) / Thunderbolt 3 (with the Function of Power Delivery 3.0, Display Port 1.4b and Data Transfer), 1 x USB Type C (with the Function of Power Delivery 3.0 Only), 2 x USB 3.2 Type A (1st Gen)",1 x HDMI Port (v2.0),No,13.3,1920x1080,"Full HD LED Backlit Glossy IPS Display (300 nits Brightness, 16:9 Aspect Ratio, 100% sRGB)",Built-in Dual Speakers,Integrated Dual Array Microphone,WIFI 2x2 AC,5,0.996,No,English Backlit Keyboard,Yes,No,"ToF, IR and HD 720P Webcam (with Fixed Focus)",Multi-touch Touchpad,Upto 14 hours,N/A,N/A
864,acer,Nitro 5,N/A,AN515-45-R3TC,Black,37796.52,Gaming Laptop,"Gaming, Processing & Multitasking",180 W AC Adapter,AMD,Ryzen 5,5600H,N/A,N/A,256,1000,16,DDR4,32,2 Slots,N/A,NVIDIA,RTX 3060,6,Windows 10 Home,Yes,"2 x USB 3.2 Gen, 1 x USB 3.2 Type-C (Gen 2), 1 x USB 3.2 (Gen 2) with Power-off Charging",1 x HDMI (v2.0),No,15.6,1920x1080,Full HD LED Backlit IPS ComfyView Display,Built-in Speakers,Built-in Dual Microphones,802.11a/b/g/n/acR2+ax wireless LAN,5.1,2.4,No,FineTip RGB-backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,10/100/1000 Mbps (Killer Ethernet E2600),720p HD Webcam,Multi-Gesture Touchpad,N/A,Yes,144 Hz
865,DELL,N/A,Vostro 14,Vostro 14 3400,Dune,23472.12,Laptop,Processing & Multitasking,N/A,Intel,Core i5,N/A,N/A,N/A,0,1000,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,N/A,N/A,N/A,No,14,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,upto 5 hours,N/A,N/A
866,Lenovo,N/A,IdeaPad S340,81VV008TIN,Platinum Grey,23475.7,Laptop,Processing & Multitasking,N/A,Intel,Core i5,N/A,N/A,N/A,256,1000,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,N/A,N/A,N/A,No,14,1920x1080,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,N/A,No,No,Touchpad,UPTO 4 HOURS,N/A,N/A
867,Lenovo,N/A,Legion 7i,81YU006HIN,Slate Grey,105840.6,Gaming Laptop,Gaming,N/A,Intel,Core i9,N/A,N/A,N/A,1000,0,16,DDR4,N/A,N/A,N/A,NVIDIA,RTX 2080 Super ,7,Windows 10,N/A,N/A,N/A,No,15.6,1920x1080,N/A,N/A,N/A,N/A,5,N/A,No,N/A,N/A,No,No,Touchpad,Upto 7 hours,N/A,N/A
868,HP,N/A,N/A,15s-FQ2075TU,Jet Black,18263.61,Thin and Light Laptop,Processing & Multitasking,N/A,Intel,Core i3,1115G4,4.1 GHz Max Turbo Frequency,6,256,0,8,DDR4,N/A,N/A,N/A,Intel,UHD,2,Windows 10 Home,Yes,"1 x USB 3.1 Gen 1 Type-C (5 Gb/s Signaling Rate), 2 x USB 3.1 Gen 1 Type-A (5 Gb/s Signaling Rate)",1 HDMI (v1.4b),No,15.6,1920x1080,"Full HD Micro-Edge Anti-Glare Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,5,1.69,No,Full-size Jet Black Keyboard with Numeric Keypad,N/A,No,HP TrueVision HD Camera,HP Imagepad with Multi-Touch Gesture Support,N/A,N/A,N/A
869,Lenovo,Yoga 6,N/A,13ARE05,Abyss Blue,31828.02,2 in 1 Laptop,Processing & Multitasking,45 W AC Adapter,AMD,Ryzen 7,4700U,2 GHz with Turbo Boost Upto 4.1 GHz,12,512,0,16,DDR4,N/A,N/A,N/A,AMD,Radeon Graphics,3,Windows 10 Home,Yes,"1 x USB-C 3.2 Gen 1 (Support Data Transfer and Display Port 1.4), 2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer, Power Delivery 3.0 and Display Port 1.4)",N/A,Yes,13.3,1920x1080,"Full HD IPS Glossy Touch Display (300 nits Brightness, 72% NTSC Color Gamut)",Built-in Speakers,Integrated Dual Array Digital Microphones,11ax (2x2),5,1.32,Yes,Backlit English Keyboard,Yes,No,720p Webcam,Touchpad,Upto 18,N/A,N/A
870,Lenovo,IdeaPad Flex 5,N/A,14ITL05,Graphite Grey,32623.82,2 in 1 Laptop,Processing & Multitasking,65W USB-C AC Adapter,Intel,Core i7,N/A,2.8 GHz with Turbo Boost Upto 4.7 GHz,12,512,0,16,DDR4,N/A,N/A,N/A,Intel,Iris Xe,3,Windows 10 Home,Yes,"1 x USB 3.1 Gen 1 (Always On), 1 x USB 3.1 Gen 1,1 x USB-C 3.1 Gen 1 (Support Data Transfer and Power Delivery)",1x HDMI 1.4b,Yes,14,1920x1080,"Full HD IPS Touch Display (250 nits Glossy, 45% NTSC)",Built-in Dual Speakers,Built-in Dual Array Microphones,11ac (2x2),5,1.5,Yes,"Backlit, English",Yes,No,720p Webcam,Touchpad,Upto 10 Hours,N/A,N/A
871,MSI,Modern 14,N/A,Modern 14 B10MW-423IN,Carbon Grey,22477.37,Laptop,Processing & Multitasking,65 W AC Adapter,Intel,Core i5,10210U,1.6 GHz with Turbo Boost Upto 4.2 GHz,6,512,0,8,DDR4,N/A,N/A,2666,Intel,UHD,2,Windows 10 Home,Yes,"1 x USB 3.2 Type C (2nd Gen), 2 x USB 2.0 Type A",1 x HDMI Port (4K at 30 Hz),No,14,1920x1080,Full HD LED Backlit IPS Display (60 Hz Refresh Rate),Built-in Dual Speakers,Built-in Microphones,Intel Wireless-AC 9560 (2x2 a/c),5,1.3,No,Single Backlight White Keyboard,Yes,No,720P HD Webcam (720p at 30 fps),Touchpad,N/A,N/A,N/A
